"movie_name";"daily_gross";"gross_to_date";"gross_per_theater";"date"
"The Fourth Kind";35880;24641815;65;2009-11-30
"Paranormal Activity";33287;107146499;46;2009-11-30
"A Serious Man";23641;8187119;137;2009-11-30
"Where the Wild Things Are";19990;75389198;49;2009-11-30
"Astro Boy";10360;18932926;36;2009-11-30
"Amelia";9368;13995578;54;2009-11-30
"Under the Sea 3D";8821;18906927;294;2009-11-30
"Kurbaan";5872;686197;84;2009-11-30
"The Box";5708;14750828;40;2009-11-30
"Me and Orson Welles";5706;91128;1427;2009-11-30
"The Invention of Lying";5643;18345236;41;2009-11-30
"Inglourious Basterds";4754;120385804;47;2009-11-30
"The Hangover";3270;277244014;38;2009-11-30
"The Informant!";3134;33281865;51;2009-11-30
"Fame (2009)";2924;22432880;20;2009-11-30
"New York, I Love You";2594;1525661;118;2009-11-30
"Harry Potter and the Half-Blood Prince";2505;301922914;57;2009-11-30
"Good Hair";2473;4107565;190;2009-11-30
"Capitalism: A Love Story";2416;14315274;64;2009-11-30
"The Maid";2087;373906;149;2009-11-30
"9";1758;31745090;28;2009-11-30
"All About Steve";1560;33848698;26;2009-11-30
"Shorts";1529;20876997;16;2009-11-30
"The Polar Express (IMAX re-issue 2009)";1372;84756;98;2009-11-30
"The September Issue";1348;3790194;104;2009-11-30
"That Evening Sun";1261;40698;210;2009-11-30
"Bright Star";1111;4422074;44;2009-11-30
"Oh My God?";884;22538;126;2009-11-30
"The Time Traveler's Wife";796;63412274;27;2009-11-30
"Whip It";642;13022075;21;2009-11-30
"Gentlemen Broncos";261;111220;65;2009-11-30
"The Cove";116;847559;29;2009-11-30
"Avatar";14738136;283624210;4265;2009-12-31
"Alvin and the Chipmunks: The Squeakquel";8732013;120727282;2360;2009-12-31
"Sherlock Holmes";8691781;102102956;2397;2009-12-31
"It's Complicated";5326515;40375875;1839;2009-12-31
"The Blind Side";3465225;196563318;1253;2009-12-31
"Up in the Air";2828618;33655213;1493;2009-12-31
"The Princess and the Frog";2590857;76035028;746;2009-12-31
"Did You Hear About the Morgans?";1286227;20380046;473;2009-12-31
"Invictus";992826;26677133;460;2009-12-31
"Nine";877130;9844753;621;2009-12-31
"The Twilight Saga: New Moon";642212;284512392;403;2009-12-31
"3 Idiots";245128;3262609;2043;2009-12-31
"A Christmas Carol (2009)";202180;136889051;162;2009-12-31
"Old Dogs";194017;46528573;301;2009-12-31
"2012";191138;162349001;239;2009-12-31
"Brothers";152477;26222779;178;2009-12-31
"Precious: Based on the Novel \"Push\" by Sapphire";135983;42567989;216;2009-12-31
"Cloudy with a Chance of Meatballs";91168;123910697;330;2009-12-31
"The Road";83615;6315678;269;2009-12-31
"Fantastic Mr. Fox";77378;18644556;393;2009-12-31
"A Single Man";69820;1244691;1518;2009-12-31
"Where the Wild Things Are";53099;76301979;199;2009-12-31
"Crazy Heart";44419;481200;3702;2009-12-31
"Planet 51";41120;39410558;197;2009-12-31
"Couples Retreat";35650;108297465;155;2009-12-31
"Armored";35554;15498240;146;2009-12-31
"Ninja Assassin";28036;37303465;169;2009-12-31
"Me and Orson Welles";25808;850203;224;2009-12-31
"Law Abiding Citizen";21447;72764227;105;2009-12-31
"Under the Sea 3D";18960;19352570;729;2009-12-31
"Astro Boy";17791;19377871;106;2009-12-31
"The Boondock Saints II: All Saints Day";15849;9839784;155;2009-12-31
"A Serious Man";11623;9098436;237;2009-12-31
"Paranormal Activity";8516;107792845;54;2009-12-31
"Pirate Radio";8407;7949556;74;2009-12-31
"The Polar Express (IMAX re-issue 2009)";7722;497657;386;2009-12-31
"The Men Who Stare at Goats";6613;31976937;89;2009-12-31
"The Lovely Bones";6113;318423;2038;2009-12-31
"The Fourth Kind";5440;25396720;85;2009-12-31
"Amelia";3034;14207978;126;2009-12-31
"The Box";2680;15025279;54;2009-12-31
"The Maid";1156;486232;193;2009-12-31
"The Slammin' Salmon";126;38920;126;2009-12-31
"Avatar";10056722;595752416;3272;2010-01-31
"Edge of Darkness";4450759;17214384;1452;2010-01-31
"Tooth Fairy";3061806;26104387;915;2010-01-31
"When in Rome";2791110;12350041;1136;2010-01-31
"The Book of Eli";2522723;74511765;820;2010-01-31
"Legion (2010)";2066968;29022786;835;2010-01-31
"Alvin and the Chipmunks: The Squeakquel";1274704;209294997;505;2010-01-31
"The Lovely Bones";1235983;38005738;469;2010-01-31
"Sherlock Holmes";1199772;197601522;533;2010-01-31
"It's Complicated";995610;104111035;475;2010-01-31
"The Blind Side";785692;237914805;449;2010-01-31
"Up in the Air";736545;73273658;515;2010-01-31
"The Spy Next Door";717851;21539771;388;2010-01-31
"Extraordinary Measures";684855;10445568;269;2010-01-31
"Crazy Heart";683302;6657379;2859;2010-01-31
"To Save a Life";285936;2569955;650;2010-01-31
"Leap Year";238350;24734590;210;2010-01-31
"Daybreakers";184637;29423555;255;2010-01-31
"A Single Man";181161;5281636;839;2010-01-31
"The Young Victoria";179825;8271771;461;2010-01-31
"The Twilight Saga: New Moon";126842;293815426;360;2010-01-31
"Planet 51";84857;40970164;301;2010-01-31
"Invictus";73214;36215979;325;2010-01-31
"Youth in Revolt";73020;14890330;297;2010-01-31
"2012";67115;165552847;247;2010-01-31
"Precious: Based on the Novel \"Push\" by Sapphire";65325;45447889;294;2010-01-31
"Nine";61001;19201488;277;2010-01-31
"Fantastic Mr. Fox";45608;20374545;300;2010-01-31
"3 Idiots";25983;6410948;464;2010-01-31
"Under the Sea 3D";23995;19926155;889;2010-01-31
"The Road";19070;7858556;212;2010-01-31
"Ninja Assassin";18844;38042370;143;2010-01-31
"Couples Retreat";17980;109176215;125;2010-01-31
"Where the Wild Things Are";15290;77175874;140;2010-01-31
"Law Abiding Citizen";8070;73343413;103;2010-01-31
"The Men Who Stare at Goats";7193;32416109;100;2010-01-31
"The Boondock Saints II: All Saints Day";6318;10210933;147;2010-01-31
"Me and Orson Welles";5698;1129690;248;2010-01-31
"That Evening Sun";4013;106748;446;2010-01-31
"44 Inch Chest";2647;17428;662;2010-01-31
"The Maid";2041;542413;292;2010-01-31
"Mystery Team";70;62350;18;2010-01-31
"Shutter Island";5696632;75541271;1897;2010-02-28
"Cop Out";4520740;18211126;1435;2010-02-28
"Avatar";3938694;706560068;1604;2010-02-28
"The Crazies";3739424;16067552;1510;2010-02-28
"Percy Jackson & The Olympians: The Lightning Thief";2594044;70998280;786;2010-02-28
"Valentine's Day";1930867;99916240;540;2010-02-28
"The Wolfman";1201985;57380125;395;2010-02-28
"Dear John";1067143;72432096;355;2010-02-28
"Tooth Fairy";962890;53841454;428;2010-02-28
"Crazy Heart";617860;25009496;538;2010-02-28
"From Paris with Love";296107;23324666;232;2010-02-28
"The Book of Eli";288001;92506955;295;2010-02-28
"The Blind Side";271683;248755981;287;2010-02-28
"Edge of Darkness";246278;42170286;196;2010-02-28
"Alvin and the Chipmunks: The Squeakquel";237224;216556981;336;2010-02-28
"The Ghost Writer";222943;1048233;5185;2010-02-28
"When in Rome";213103;30861655;229;2010-02-28
"Up in the Air";180569;82078918;308;2010-02-28
"Sherlock Holmes";134520;206419248;291;2010-02-28
"It's Complicated";113190;111512760;245;2010-02-28
"A Single Man";83866;7956032;347;2010-02-28
"The Twilight Saga: New Moon";80469;296012199;270;2010-02-28
"My Name is Khan";72624;3634423;610;2010-02-28
"Legion (2010)";60317;39649858;170;2010-02-28
"The Spy Next Door";59766;24268808;306;2010-02-28
"The Young Victoria";57226;10176454;306;2010-02-28
"Precious: Based on the Novel \"Push\" by Sapphire";47979;47109625;179;2010-02-28
"Planet 51";43117;41980000;122;2010-02-28
"The Lovely Bones";36801;43592366;141;2010-02-28
"Invictus";36447;37112959;149;2010-02-28
"Under the Sea 3D";28904;20609767;1112;2010-02-28
"Leap Year";14255;25893485;115;2010-02-28
"Nine";12433;19628645;99;2010-02-28
"Fantastic Mr. Fox";12131;20817229;248;2010-02-28
"The Road";8584;8082704;116;2010-02-28
"The Good Guy";6565;68434;821;2010-02-28
"That Evening Sun";3492;181437;349;2010-02-28
"Youth in Revolt";3124;15204039;136;2010-02-28
"Frozen (2010)";1758;229202;103;2010-02-28
"Happy Tears";746;21568;187;2010-02-28
"The Cove";710;853767;79;2010-02-28
"The Maid";600;558095;200;2010-02-28
"3 Idiots";567;6530756;113;2010-02-28
"44 Inch Chest";513;35471;257;2010-02-28
"Good Hair";33;4157104;33;2010-02-28
"The Last Song";5125103;5125103;1917;2010-03-31
"How to Train Your Dragon";4534374;57883758;1118;2010-03-31
"Alice in Wonderland (2010)";1908799;299459690;589;2010-03-31
"Hot Tub Time Machine";1350032;18418318;490;2010-03-31
"Diary of a Wimpy Kid";1097690;39469281;356;2010-03-31
"The Bounty Hunter";1011839;41617393;329;2010-03-31
"She's Out of My League";380409;26783009;156;2010-03-31
"Green Zone";331080;31549470;155;2010-03-31
"Shutter Island";328229;121618636;155;2010-03-31
"Repo Men";306990;12329935;135;2010-03-31
"Avatar";223937;741140003;275;2010-03-31
"Our Family Wedding";205723;17584148;202;2010-03-31
"The Ghost Writer";159042;9733271;194;2010-03-31
"Remember Me";143062;17610682;74;2010-03-31
"Hubble 3D";110626;1406500;2837;2010-03-31
"Greenberg";98143;1478894;542;2010-03-31
"Brooklyn's Finest";84624;26491906;115;2010-03-31
"The Crazies";74107;37907383;87;2010-03-31
"Crazy Heart";63863;37969713;87;2010-03-31
"Percy Jackson & The Olympians: The Lightning Thief";54308;86304133;83;2010-03-31
"Cop Out";50411;43730789;77;2010-03-31
"The Runaways";48648;1739664;205;2010-03-31
"The Blind Side";46429;255216449;104;2010-03-31
"Sherlock Holmes";35119;208503672;121;2010-03-31
"Alvin and the Chipmunks: The Squeakquel";33027;219132378;111;2010-03-31
"Tooth Fairy";25860;58344633;85;2010-03-31
"Under the Sea 3D";15082;21231807;887;2010-03-31
"Edge of Darkness";14079;43238893;68;2010-03-31
"The Wolfman";10515;61969125;70;2010-03-31
"Valentine's Day";7962;109904690;51;2010-03-31
"It's Complicated";7630;112727200;70;2010-03-31
"A Single Man";7304;9064560;135;2010-03-31
"The Young Victoria";6735;10827264;109;2010-03-31
"City Island";6608;107153;944;2010-03-31
"The Book of Eli";6228;94058047;81;2010-03-31
"Up in the Air";4788;83790090;55;2010-03-31
"Waking Sleeping Beauty";3286;42108;657;2010-03-31
"The Secret of Kells";2540;126510;363;2010-03-31
"Ca$h";2285;24603;85;2010-03-31
"The Twilight Saga: New Moon";1024;296622442;25;2010-03-31
"My Name is Khan";992;3994714;50;2010-03-31
"That Evening Sun";471;231604;59;2010-03-31
"A Nightmare on Elm Street (2010)";15735956;15735956;4723;2010-04-30
"How to Train Your Dragon";2536353;184095814;740;2010-04-30
"Date Night";2459135;68486144;795;2010-04-30
"The Back-Up Plan";2417745;18125500;737;2010-04-30
"The Losers";1918479;14043789;653;2010-04-30
"Furry Vengeance";1752086;1752086;585;2010-04-30
"Clash of the Titans (2010)";1666629;149722334;609;2010-04-30
"Kick-Ass";1357751;39070084;534;2010-04-30
"Death at a Funeral (2010)";1242128;32019301;547;2010-04-30
"Oceans";831353;11726625;687;2010-04-30
"The Last Song";728210;57073193;320;2010-04-30
"Alice in Wonderland (2010)";394721;328603162;376;2010-04-30
"Hot Tub Time Machine";340548;46851472;306;2010-04-30
"The Bounty Hunter";286006;63505353;321;2010-04-30
"Tyler Perry's Why Did I Get Married Too?";239845;58164610;330;2010-04-30
"Diary of a Wimpy Kid";238231;60156336;204;2010-04-30
"City Island";205809;1559347;765;2010-04-30
"Avatar";170753;746830110;441;2010-04-30
"Hubble 3D";106942;4304083;2182;2010-04-30
"The Ghost Writer";93298;14255760;278;2010-04-30
"Shutter Island";57110;126422730;228;2010-04-30
"Percy Jackson & The Olympians: The Lightning Thief";53706;87858198;203;2010-04-30
"The Crazies";52222;38833315;265;2010-04-30
"She's Out of My League";44585;30860760;183;2010-04-30
"Cop Out";42098;44689987;299;2010-04-30
"The Joneses";41678;1141149;339;2010-04-30
"Tooth Fairy";38472;59442629;207;2010-04-30
"Greenberg";36851;3821546;258;2010-04-30
"Letters to God";35971;2565718;181;2010-04-30
"The Perfect Game";25409;914916;223;2010-04-30
"The Runaways";23426;3355850;192;2010-04-30
"Green Zone";20655;34971275;155;2010-04-30
"Our Family Wedding";19505;19849405;199;2010-04-30
"Under the Sea 3D";19431;21760895;1214;2010-04-30
"Crazy Heart";18466;39281066;156;2010-04-30
"Brooklyn's Finest";16449;27020324;113;2010-04-30
"Remember Me";14114;18987207;120;2010-04-30
"The Square";11254;144645;469;2010-04-30
"The Book of Eli";11019;94753185;143;2010-04-30
"Valentine's Day";7323;110460455;124;2010-04-30
"The Secret of Kells";5471;382904;148;2010-04-30
"The Blind Side";4252;255914695;92;2010-04-30
"That Evening Sun";714;273957;179;2010-04-30
"Breath Made Visible";579;26788;579;2010-04-30
"After.Life";152;107520;76;2010-04-30
"Shrek Forever After";13749371;146810785;3148;2010-05-31
"Prince of Persia: The Sands of Time";7717816;37813075;2117;2010-05-31
"Sex and the City 2";5833483;51043450;1693;2010-05-31
"Iron Man 2";4617249;279653149;1214;2010-05-31
"Robin Hood";3018835;86144405;895;2010-05-31
"Letters to Juliet";1658752;38195942;587;2010-05-31
"Just Wright";679124;18833220;568;2010-05-31
"Date Night";489902;94005365;435;2010-05-31
"MacGruber";458125;7674445;180;2010-05-31
"How to Train Your Dragon";362843;213117896;440;2010-05-31
"A Nightmare on Elm Street (2010)";204591;61906422;230;2010-05-31
"Babies";166416;6090771;553;2010-05-31
"City Island";120987;4862137;602;2010-05-31
"Hubble 3D";90820;7104630;1892;2010-05-31
"Diary of a Wimpy Kid";82752;62769868;292;2010-05-31
"The Bounty Hunter";79184;65652479;276;2010-05-31
"Death at a Funeral (2010)";71552;41945596;290;2010-05-31
"The Back-Up Plan";68495;36594990;175;2010-05-31
"Hot Tub Time Machine";62346;50007104;171;2010-05-31
"Clash of the Titans (2010)";57424;161379503;255;2010-05-31
"Kites";53983;1497645;307;2010-05-31
"Kick-Ass";46042;47508227;282;2010-05-31
"Tyler Perry's Why Did I Get Married Too?";38260;59982629;216;2010-05-31
"Furry Vengeance";37555;16501858;152;2010-05-31
"Princess Kaiulani";33518;626985;882;2010-05-31
"Shutter Island";33067;127845041;165;2010-05-31
"Solitary Man";26252;243087;4375;2010-05-31
"Avatar";24161;749073100;288;2010-05-31
"Percy Jackson & The Olympians: The Lightning Thief";21986;88603078;204;2010-05-31
"The Ghost Writer";19970;15331639;344;2010-05-31
"The Losers";16119;23247269;194;2010-05-31
"Under the Sea 3D";14249;22231251;792;2010-05-31
"Tooth Fairy";10763;59965649;142;2010-05-31
"The Secret of Kells";8785;541971;351;2010-05-31
"Our Family Wedding";8368;20217845;161;2010-05-31
"Kites: The Remix";6322;31191;158;2010-05-31
"The Square";4577;288731;305;2010-05-31
"Racing Dreams";1616;29409;202;2010-05-31
"Letters to God";1549;2838982;111;2010-05-31
"The Runaways";1115;3571735;101;2010-05-31
"The Joneses";670;1435754;84;2010-05-31
"Beetle Queen Conquers Tokyo";618;19588;309;2010-05-31
"The Twilight Saga: Eclipse";68533840;68533840;15519;2010-06-30
"Toy Story 3";7315449;251344663;1816;2010-06-30
"Grown Ups";4089557;54486646;1157;2010-06-30
"The Karate Kid";1791851;141831367;544;2010-06-30
"Knight & Day";1756549;33477337;567;2010-06-30
"The A-Team";712643;65459385;276;2010-06-30
"Shrek Forever After";500220;231079496;214;2010-06-30
"Get Him to the Greek";322975;55979245;255;2010-06-30
"Prince of Persia: The Sands of Time";258051;87221548;297;2010-06-30
"Letters to Juliet";249814;49967821;491;2010-06-30
"Iron Man 2";175166;307493516;150;2010-06-30
"Killers";129916;44616016;119;2010-06-30
"Sex and the City 2";118436;93585319;249;2010-06-30
"Jonah Hex";107138;9772467;84;2010-06-30
"How to Train Your Dragon";92083;215714814;277;2010-06-30
"Marmaduke";73759;30403433;153;2010-06-30
"Hubble 3D";70570;9360046;1411;2010-06-30
"Robin Hood";52080;103531135;140;2010-06-30
"Splice";51833;16353294;273;2010-06-30
"Winter's Bone";51705;1221903;739;2010-06-30
"Solitary Man";42514;2217604;240;2010-06-30
"I Hate Luv Storys";36770;36770;433;2010-06-30
"Cyrus";35627;677829;2096;2010-06-30
"Furry Vengeance";29227;17350395;186;2010-06-30
"Date Night";28453;97416126;99;2010-06-30
"Clash of the Titans (2010)";24029;162773680;111;2010-06-30
"City Island";13960;6202153;133;2010-06-30
"Diary of a Wimpy Kid";13243;63733347;126;2010-06-30
"Under the Sea 3D";12778;22624546;983;2010-06-30
"The Back-Up Plan";12441;37291632;85;2010-06-30
"A Nightmare on Elm Street (2010)";11473;62939381;72;2010-06-30
"Babies";8836;7227549;138;2010-06-30
"Just Wright";7845;21248913;71;2010-06-30
"Kick-Ass";6456;48064422;63;2010-06-30
"Raavan";5324;685960;46;2010-06-30
"Avatar";4333;749561612;289;2010-06-30
"The Square";2093;385325;262;2010-06-30
"The Secret of Kells";1743;643094;116;2010-06-30
"Racing Dreams";1306;46660;435;2010-06-30
"Princess Kaiulani";633;829926;79;2010-06-30
"The Joneses";479;1466519;160;2010-06-30
"Breath Made Visible";97;50108;97;2010-06-30
"Inception";10711709;184734433;3022;2010-07-31
"Dinner for Schmucks";8343239;16738281;2866;2010-07-31
"Salt";7687239;65124331;2128;2010-07-31
"Despicable Me";6087635;185594440;1690;2010-07-31
"Cats & Dogs: The Revenge of Kitty Galore";4623726;8842399;1248;2010-07-31
"Charlie St. Cloud";3832565;9459560;1410;2010-07-31
"Toy Story 3";2004425;388095185;952;2010-07-31
"Grown Ups";1831140;149454462;807;2010-07-31
"The Sorcerer's Apprentice";1784147;50646644;707;2010-07-31
"The Twilight Saga: Eclipse";1536393;287003133;658;2010-07-31
"The Kids Are All Right";1472743;8553164;1739;2010-07-31
"Ramona and Beezus";1366603;15304701;503;2010-07-31
"The Last Airbender";714280;126701787;577;2010-07-31
"Predators";442758;49161892;507;2010-07-31
"Knight & Day";298988;74009592;360;2010-07-31
"Shrek Forever After";226033;235472439;685;2010-07-31
"The Karate Kid";223663;172723772;485;2010-07-31
"Winter's Bone";133172;3923979;958;2010-07-31
"Iron Man 2";122483;311329563;428;2010-07-31
"Hubble 3D";107802;12065956;2034;2010-07-31
"The A-Team";103438;76086359;367;2010-07-31
"Cyrus";91730;6836173;425;2010-07-31
"Marmaduke";63028;32868835;274;2010-07-31
"Killers";60804;46608073;278;2010-07-31
"Letters to Juliet";45938;52720767;266;2010-07-31
"Get Him to the Greek";43410;60701515;280;2010-07-31
"Robin Hood";32775;105190985;285;2010-07-31
"Under the Sea 3D";29297;23287538;2254;2010-07-31
"71 Into the Fire";28194;50431;1410;2010-07-31
"Date Night";24815;98521610;327;2010-07-31
"Solitary Man";23849;4115160;379;2010-07-31
"Grease (Sing-a-Long re-issue)";15243;289126;462;2010-07-31
"Jonah Hex";13092;10478531;158;2010-07-31
"Sex and the City 2";10837;95127571;258;2010-07-31
"The Concert";8437;13371;4219;2010-07-31
"Avatar";4861;749744182;2431;2010-07-31
"The Dry Land";3498;5221;700;2010-07-31
"City Island";2749;6643250;183;2010-07-31
